region,offset_start,offset_end,entropy,zero_ratio,ff_ratio,comp_sig_count,comp_lz77,comp_huffman,comp_rle,ptr_target_count,ptr_ref_sum,string_count,string_bytes,repeated_block_count,arm_bl_target_count,thumb_bl_target_count,classification,confidence
735,0xb7c000,0xb7ffff,5.5262,0.2682,0.0128,117,49,24,44,46,54,26,142,0,177,16,zone_compressee_possible,30
736,0xb80000,0xb83fff,5.3842,0.2728,0.0761,63,25,28,10,82,102,17,125,0,180,21,zone_indeterminee,10
737,0xb84000,0xb87fff,5.8554,0.2231,0.0508,158,78,54,26,45,54,78,530,0,150,8,zone_compressee_possible,30
738,0xb88000,0xb8bfff,6.5338,0.1493,0.0393,181,101,49,31,56,63,130,697,0,185,19,zone_compressee_possible,30
739,0xb8c000,0xb8ffff,5.5831,0.2705,0.0369,231,92,25,114,68,81,38,297,0,164,8,zone_compressee_possible,30
740,0xb90000,0xb93fff,6.2089,0.1602,0.0104,189,39,64,86,30,33,55,344,0,196,10,zone_compressee_possible,30
741,0xb94000,0xb97fff,4.8077,0.2871,0.1941,164,72,26,66,74,79,18,90,0,183,10,zone_compressee_possible,30
742,0xb98000,0xb9bfff,6.0021,0.2407,0.0605,167,96,47,24,37,44,81,469,0,173,14,zone_compressee_possible,30
743,0xb9c000,0xb9ffff,5.3506,0.2255,0.0386,84,54,12,18,47,55,30,195,0,221,12,zone_indeterminee,10
744,0xba0000,0xba3fff,4.7245,0.3111,0.2262,113,65,26,22,55,67,27,138,0,164,15,zone_compressee_possible,30
745,0xba4000,0xba7fff,5.7873,0.1951,0.0335,121,64,35,22,19,22,92,501,0,171,11,zone_compressee_possible,30
746,0xba8000,0xbabfff,5.6612,0.1972,0.0738,261,79,33,149,38,41,57,326,0,166,9,zone_compressee_possible,30
747,0xbac000,0xbaffff,5.7908,0.0884,0.0437,481,43,25,413,17,18,72,403,0,181,13,zone_compressee_possible,30
748,0xbb0000,0xbb3fff,5.5771,0.0576,0.0707,320,36,24,260,22,23,55,388,0,167,14,zone_compressee_possible,30
749,0xbb4000,0xbb7fff,5.9333,0.1170,0.0239,231,41,14,176,15,16,44,323,0,179,9,zone_compressee_possible,30
750,0xbb8000,0xbbbfff,5.3284,0.3027,0.0405,123,87,16,20,70,81,73,514,0,146,22,zone_compressee_possible,30
751,0xbbc000,0xbbffff,5.3546,0.1495,0.0047,94,9,15,70,8,8,51,627,0,141,15,zone_indeterminee,10
752,0xbc0000,0xbc3fff,5.2271,0.2056,0.1464,45,33,8,4,24,24,29,152,0,165,14,zone_indeterminee,10
753,0xbc4000,0xbc7fff,6.2904,0.2100,0.0730,197,109,60,28,20,21,130,680,0,149,37,zone_compressee_possible,30
754,0xbc8000,0xbcbfff,5.5757,0.1463,0.1595,231,186,31,14,15,15,93,703,0,182,68,zone_compressee_possible,30
755,0xbcc000,0xbcffff,5.5518,0.0087,0.0198,182,40,12,130,6,7,162,1106,0,153,26,zone_compressee_possible,30
756,0xbd0000,0xbd3fff,6.0770,0.1659,0.0751,164,80,52,32,14,19,50,264,0,182,25,zone_compressee_possible,30
757,0xbd4000,0xbd7fff,5.8573,0.1922,0.0505,196,117,64,15,8,9,166,1379,0,142,20,zone_compressee_possible,30
758,0xbd8000,0xbdbfff,5.9397,0.1711,0.1691,209,109,75,25,16,17,58,284,0,173,18,zone_compressee_possible,30
759,0xbdc000,0xbdffff,5.9884,0.0725,0.1423,159,62,68,29,9,10,70,336,0,192,50,zone_compressee_possible,30
760,0xbe0000,0xbe3fff,4.4455,0.2955,0.2342,40,7,25,8,18,18,37,265,0,163,39,zone_indeterminee,10
761,0xbe4000,0xbe7fff,6.2689,0.0746,0.1691,247,140,70,37,7,7,151,763,0,201,28,zone_compressee_possible,30
762,0xbe8000,0xbebfff,6.2868,0.0912,0.0932,231,53,24,154,15,18,89,600,0,158,25,zone_compressee_possible,30
763,0xbec000,0xbeffff,6.8206,0.1348,0.0279,208,111,58,39,7,7,190,989,0,196,7,zone_compressee_possible,30
764,0xbf0000,0xbf3fff,4.7812,0.1201,0.3314,217,14,43,160,17,50,67,581,0,195,19,zone_compressee_possible,30
765,0xbf4000,0xbf7fff,4.2149,0.0379,0.4750,72,25,12,35,3,3,40,248,0,151,4,zone_indeterminee,10
766,0xbf8000,0xbfbfff,5.1860,0.2478,0.1160,116,38,26,52,19,20,36,165,0,151,0,zone_compressee_possible,30
767,0xbfc000,0xbfffff,4.0285,0.1257,0.0002,27,12,0,15,13,14,12,48,0,173,4,zone_indeterminee,10
768,0xc00000,0xc03fff,5.4427,0.1112,0.2493,134,74,26,34,30,32,70,395,0,191,10,zone_compressee_possible,30
769,0xc04000,0xc07fff,6.3974,0.2343,0.0165,150,75,49,26,13,16,204,1196,0,174,12,zone_compressee_possible,30
770,0xc08000,0xc0bfff,6.1784,0.2115,0.0479,195,82,82,31,19,21,125,713,0,165,12,zone_compressee_possible,30
771,0xc0c000,0xc0ffff,6.1644,0.2351,0.0132,119,32,71,16,18,18,161,960,0,169,10,zone_compressee_possible,30
772,0xc10000,0xc13fff,5.0211,0.0594,0.4160,105,58,33,14,15,17,86,452,0,159,16,zone_compressee_possible,30
773,0xc14000,0xc17fff,5.5357,0.0768,0.0431,23,0,21,2,7,7,1,8,0,184,8,zone_indeterminee,10
774,0xc18000,0xc1bfff,5.2129,0.0008,0.0001,327,28,1,298,2,2,15,92,0,166,4,zone_compressee_possible,30
775,0xc1c000,0xc1ffff,6.0816,0.0608,0.0058,242,46,148,48,13,14,106,819,0,186,5,zone_compressee_possible,30
776,0xc20000,0xc23fff,4.8349,0.1166,0.1772,54,7,35,12,9,23,33,1860,0,190,9,zone_indeterminee,10
777,0xc24000,0xc27fff,4.8233,0.0232,0.3684,361,38,226,97,6,9,133,884,0,172,11,zone_compressee_possible,30
778,0xc28000,0xc2bfff,5.7798,0.1591,0.0002,164,9,102,53,5,5,90,630,0,162,6,zone_compressee_possible,30
779,0xc2c000,0xc2ffff,4.8897,0.0328,0.0153,85,42,27,16,7,7,99,535,0,166,9,zone_indeterminee,10
780,0xc30000,0xc33fff,4.9994,0.0165,0.0013,50,23,17,10,13,13,24,136,0,194,7,zone_indeterminee,10
781,0xc34000,0xc37fff,5.8496,0.0912,0.1117,192,8,48,136,8,8,63,473,0,153,13,zone_compressee_possible,30
782,0xc38000,0xc3bfff,6.1296,0.1386,0.0208,230,159,40,31,4,4,98,524,0,179,10,zone_compressee_possible,30
783,0xc3c000,0xc3ffff,3.1940,0.0464,0.0144,24,0,24,0,8,8,0,0,0,149,8,zone_indeterminee,10
784,0xc40000,0xc43fff,5.3200,0.0405,0.3061,177,101,50,26,10,11,51,228,0,158,20,zone_compressee_possible,30
785,0xc44000,0xc47fff,5.6083,0.1623,0.2109,127,38,74,15,13,15,105,665,0,195,9,zone_compressee_possible,30
786,0xc48000,0xc4bfff,6.8186,0.0568,0.0109,221,79,43,99,45,68,170,974,0,177,4,zone_compressee_possible,30
787,0xc4c000,0xc4ffff,6.5950,0.1449,0.0414,269,140,81,48,9,9,127,658,0,175,23,zone_compressee_possible,30
788,0xc50000,0xc53fff,5.3997,0.0644,0.3502,212,110,67,35,5,5,108,526,0,132,18,zone_compressee_possible,30
789,0xc54000,0xc57fff,6.9279,0.0846,0.0236,267,156,63,48,16,16,128,643,0,150,22,zone_compressee_possible,30
790,0xc58000,0xc5bfff,5.3418,0.1064,0.1022,92,24,46,22,5,5,56,335,0,147,12,zone_indeterminee,10
791,0xc5c000,0xc5ffff,5.9864,0.0091,0.1538,23,3,11,9,81,157,8,41,0,165,11,zone_indeterminee,10
792,0xc60000,0xc63fff,6.8246,0.0131,0.0012,19,11,2,6,87,101,0,0,0,170,21,zone_indeterminee,10
793,0xc64000,0xc67fff,6.6554,0.0070,0.0000,17,3,9,5,46,52,0,0,0,196,20,zone_indeterminee,10
794,0xc68000,0xc6bfff,6.5807,0.0891,0.0026,12,3,4,5,43,70,0,0,0,173,26,zone_indeterminee,10
795,0xc6c000,0xc6ffff,7.4444,0.0073,0.0068,86,17,57,12,50,93,279,2423,0,167,24,zone_texte_possible,25
796,0xc70000,0xc73fff,7.2642,0.0184,0.0169,140,74,53,13,8,9,209,2309,0,204,20,zone_compressee_possible,30
797,0xc74000,0xc77fff,7.2283,0.0111,0.0107,184,103,66,15,6,8,255,3266,0,163,41,zone_compressee_possible,30
798,0xc78000,0xc7bfff,7.6026,0.0063,0.0061,107,38,43,26,2,2,296,4417,0,173,52,zone_compressee_possible,30
799,0xc7c000,0xc7ffff,7.7542,0.0160,0.0075,118,60,35,23,6,6,250,4613,0,182,16,zone_compressee_possible,30
800,0xc80000,0xc83fff,7.8357,0.0055,0.0056,102,86,9,7,6,10,96,5466,0,150,20,zone_compressee_possible,30
801,0xc84000,0xc87fff,7.4748,0.0123,0.0115,134,90,42,2,2,2,228,3069,0,156,17,zone_compressee_possible,30
802,0xc88000,0xc8bfff,7.5245,0.0068,0.0054,79,31,28,20,7,9,492,3386,0,163,17,table_texte_probable,57
803,0xc8c000,0xc8ffff,7.5629,0.0108,0.0102,91,37,30,24,6,7,472,3145,0,164,16,table_texte_probable,56
804,0xc90000,0xc93fff,7.6170,0.0093,0.0088,108,34,35,39,9,9,525,3503,0,158,16,table_texte_probable,59
805,0xc94000,0xc97fff,7.7338,0.0073,0.0064,55,10,20,25,4,4,628,4467,0,170,10,table_texte_probable,64
806,0xc98000,0xc9bfff,7.8244,0.0098,0.0076,64,29,16,19,8,8,537,4813,0,173,13,table_texte_probable,59
807,0xc9c000,0xc9ffff,7.8353,0.0089,0.0077,87,35,39,13,1,1,455,4963,0,161,9,table_texte_probable,55
808,0xca0000,0xca3fff,7.9121,0.0055,0.0062,49,13,20,16,7,7,506,5514,0,168,13,table_texte_probable,58
809,0xca4000,0xca7fff,7.4958,0.0027,0.0027,10,3,5,2,4,4,397,7249,0,185,11,table_texte_probable,52
810,0xca8000,0xcabfff,7.8375,0.0087,0.0085,64,36,18,10,5,5,399,4048,0,155,20,table_texte_probable,52
811,0xcac000,0xcaffff,7.4704,0.0088,0.0078,95,58,28,9,7,7,518,4627,0,164,18,table_texte_probable,58
812,0xcb0000,0xcb3fff,7.2162,0.0108,0.0130,140,76,46,18,6,7,394,3115,0,190,16,table_texte_probable,52
813,0xcb4000,0xcb7fff,7.6174,0.0071,0.0081,62,30,11,21,0,0,559,4345,0,174,22,table_texte_probable,60
814,0xcb8000,0xcbbfff,7.5039,0.0151,0.0140,80,41,23,16,6,6,437,2392,0,141,21,table_texte_probable,54
815,0xcbc000,0xcbffff,7.2265,0.1031,0.0068,86,36,36,14,4,4,448,3192,0,127,12,table_texte_probable,55
816,0xcc0000,0xcc3fff,7.6966,0.0103,0.0093,124,70,36,18,14,14,371,4667,0,134,15,table_texte_probable,51
817,0xcc4000,0xcc7fff,7.8640,0.0083,0.0070,77,34,29,14,9,9,405,5081,0,162,35,table_texte_probable,53
818,0xcc8000,0xccbfff,7.9055,0.0034,0.0042,65,30,22,13,3,3,330,5550,0,154,104,zone_texte_possible,25
819,0xccc000,0xccffff,7.8219,0.0060,0.0063,76,40,30,6,19,23,107,4791,0,145,60,zone_indeterminee,10
820,0xcd0000,0xcd3fff,6.4711,0.0341,0.0342,142,116,20,6,18,32,45,897,0,155,21,zone_compressee_possible,30
821,0xcd4000,0xcd7fff,6.0593,0.0255,0.2850,42,30,11,1,16,18,262,2621,0,170,12,zone_texte_possible,25
822,0xcd8000,0xcdbfff,7.5175,0.0079,0.0071,99,63,29,7,5,5,143,4693,0,162,17,zone_indeterminee,10
823,0xcdc000,0xcdffff,7.7930,0.0063,0.0056,186,127,51,8,9,9,179,4915,0,150,32,zone_compressee_possible,30
824,0xce0000,0xce3fff,7.6491,0.0059,0.0068,192,121,58,13,2,2,200,5189,0,196,39,zone_compressee_possible,30
825,0xce4000,0xce7fff,7.2961,0.0064,0.0665,171,95,71,5,3,3,231,4088,0,164,34,zone_compressee_possible,30
826,0xce8000,0xcebfff,7.0672,0.0189,0.0198,185,142,32,11,5,5,156,2095,0,144,30,zone_compressee_possible,30
827,0xcec000,0xceffff,6.9903,0.0280,0.0231,178,138,32,8,5,5,124,2064,0,173,8,zone_compressee_possible,30
828,0xcf0000,0xcf3fff,7.6844,0.0043,0.0044,86,56,30,0,9,11,131,5339,0,171,8,zone_indeterminee,10
829,0xcf4000,0xcf7fff,7.6029,0.0049,0.0053,83,7,48,28,4,4,256,5596,0,186,6,zone_texte_possible,25
830,0xcf8000,0xcfbfff,7.2743,0.0731,0.0154,244,132,78,34,5,6,204,2028,0,155,9,zone_compressee_possible,30
831,0xcfc000,0xcfffff,6.4231,0.0727,0.1929,205,92,70,43,10,26,106,528,0,154,8,zone_compressee_possible,30
832,0xd00000,0xd03fff,5.4763,0.1227,0.1926,456,284,110,62,85,147,105,497,0,151,48,zone_compressee_possible,30
833,0xd04000,0xd07fff,6.4060,0.1202,0.0168,364,221,79,64,27,62,105,498,0,147,34,zone_compressee_possible,30
834,0xd08000,0xd0bfff,6.1157,0.1121,0.0341,458,258,119,81,59,132,148,766,0,144,76,zone_compressee_possible,30
835,0xd0c000,0xd0ffff,6.3792,0.1414,0.0172,508,310,103,95,63,129,129,661,0,146,37,zone_compressee_possible,30
836,0xd10000,0xd13fff,5.5749,0.0983,0.1295,302,163,80,59,44,79,211,1684,0,155,73,zone_compressee_possible,30
837,0xd14000,0xd17fff,3.7424,0.0534,0.5144,237,146,49,42,22,45,71,342,0,139,32,zone_compressee_possible,30
838,0xd18000,0xd1bfff,5.0580,0.0789,0.3407,379,212,98,69,48,168,122,601,0,160,62,zone_compressee_possible,30
839,0xd1c000,0xd1ffff,5.8025,0.0889,0.0847,440,230,126,84,66,159,150,824,0,154,67,zone_compressee_possible,30
840,0xd20000,0xd23fff,6.5177,0.1322,0.0286,450,262,114,74,67,125,140,732,0,191,64,zone_compressee_possible,30
841,0xd24000,0xd27fff,6.5914,0.1160,0.0115,521,252,195,74,51,139,315,2088,0,189,35,zone_compressee_possible,30
842,0xd28000,0xd2bfff,6.6409,0.0851,0.0135,439,150,246,43,42,158,469,2924,0,182,34,table_texte_probable,56
843,0xd2c000,0xd2ffff,6.2447,0.1353,0.0483,419,252,111,56,64,111,224,1310,0,172,50,zone_compressee_possible,30
844,0xd30000,0xd33fff,5.1898,0.3127,0.0042,188,117,48,23,13,14,396,2520,0,260,32,table_texte_probable,52
845,0xd34000,0xd37fff,5.4151,0.3214,0.0168,123,83,16,24,10,10,345,2227,0,161,17,table_texte_probable,50
846,0xd38000,0xd3bfff,5.2203,0.3425,0.0247,132,84,44,4,10,10,344,2238,0,139,11,table_texte_probable,50
847,0xd3c000,0xd3ffff,5.1236,0.3438,0.0020,136,112,11,13,12,12,464,3059,0,154,14,table_texte_probable,56
848,0xd40000,0xd43fff,5.0166,0.3250,0.0030,157,92,12,53,18,18,526,3391,0,166,19,table_texte_probable,59
849,0xd44000,0xd47fff,5.1474,0.3121,0.0019,151,88,21,42,14,14,429,2737,0,161,8,table_texte_probable,54
850,0xd48000,0xd4bfff,4.9406,0.3539,0.0019,162,87,32,43,11,11,469,3065,0,183,19,table_texte_probable,56
851,0xd4c000,0xd4ffff,5.2914,0.3180,0.0144,128,109,12,7,14,14,382,2591,0,159,17,table_texte_probable,52
852,0xd50000,0xd53fff,4.9153,0.3533,0.0034,257,135,47,75,14,14,413,2710,0,149,23,table_texte_probable,53
853,0xd54000,0xd57fff,5.1695,0.3171,0.0024,131,92,30,9,8,8,440,2829,0,154,23,table_texte_probable,54
854,0xd58000,0xd5bfff,5.0700,0.3379,0.0054,127,96,30,1,7,8,532,3490,0,172,25,table_texte_probable,59
855,0xd5c000,0xd5ffff,5.2613,0.3159,0.0081,123,64,52,7,14,14,352,2156,0,186,27,table_texte_probable,50
856,0xd60000,0xd63fff,5.2339,0.3213,0.0052,139,68,32,39,14,15,373,2359,0,200,33,table_texte_probable,51
857,0xd64000,0xd67fff,4.8897,0.3661,0.0056,222,103,109,10,13,13,439,2846,0,183,38,table_texte_probable,54
858,0xd68000,0xd6bfff,4.7743,0.3105,0.0060,182,139,8,35,11,12,420,2627,0,179,29,table_texte_probable,53
859,0xd6c000,0xd6ffff,5.0539,0.3232,0.0023,160,105,40,15,17,17,440,2811,0,185,19,table_texte_probable,54
860,0xd70000,0xd73fff,5.0114,0.3364,0.0044,150,88,30,32,16,16,459,3006,0,213,16,table_texte_probable,55
861,0xd74000,0xd77fff,4.8670,0.3273,0.0019,207,104,13,90,12,12,486,3165,0,152,33,table_texte_probable,57
862,0xd78000,0xd7bfff,5.1609,0.3021,0.0033,128,84,22,22,8,9,381,2360,0,171,16,table_texte_probable,51
863,0xd7c000,0xd7ffff,5.3424,0.3135,0.0207,143,89,49,5,10,10,310,1873,0,138,20,zone_compressee_possible,30
864,0xd80000,0xd83fff,5.1660,0.3554,0.0021,160,79,56,25,10,10,263,1655,0,185,24,zone_compressee_possible,30
865,0xd84000,0xd87fff,5.2408,0.3298,0.0034,143,91,19,33,8,8,357,2311,0,183,24,table_texte_probable,50
866,0xd88000,0xd8bfff,5.1785,0.3351,0.0030,142,82,30,30,8,8,389,2498,0,150,28,table_texte_probable,52
867,0xd8c000,0xd8ffff,4.9885,0.3536,0.0029,166,89,51,26,10,10,460,3028,0,193,32,table_texte_probable,55
868,0xd90000,0xd93fff,4.8515,0.3751,0.0040,161,124,5,32,10,10,361,2351,0,149,33,table_texte_probable,50
869,0xd94000,0xd97fff,5.2759,0.3281,0.0057,162,119,16,27,9,9,269,1770,0,166,21,zone_compressee_possible,30
870,0xd98000,0xd9bfff,5.1026,0.3384,0.0032,203,148,21,34,13,13,462,3093,0,159,20,table_texte_probable,56
871,0xd9c000,0xd9ffff,5.0300,0.3709,0.0048,209,160,22,27,21,21,243,1584,0,155,25,zone_compressee_possible,30
872,0xda0000,0xda3fff,5.2819,0.3439,0.0068,143,88,33,22,17,18,345,2240,0,172,24,table_texte_probable,50
873,0xda4000,0xda7fff,5.1471,0.3509,0.0051,167,112,24,31,8,8,293,1816,0,176,48,zone_compressee_possible,30
874,0xda8000,0xdabfff,5.1987,0.3546,0.0035,134,59,53,22,8,8,230,1426,0,177,33,zone_compressee_possible,30
875,0xdac000,0xdaffff,4.9493,0.3514,0.0039,250,107,39,104,10,10,422,2730,0,206,29,table_texte_probable,54
876,0xdb0000,0xdb3fff,5.1284,0.3231,0.0033,151,75,20,56,26,26,357,2286,0,172,29,table_texte_probable,50
877,0xdb4000,0xdb7fff,4.8781,0.3454,0.0024,211,109,11,91,16,16,496,3230,0,230,28,table_texte_probable,57
878,0xdb8000,0xdbbfff,4.9091,0.3475,0.0045,152,89,29,34,12,12,335,2164,0,148,29,zone_compressee_possible,30
879,0xdbc000,0xdbffff,5.0581,0.3395,0.0025,155,89,48,18,11,11,506,3331,0,145,27,table_texte_probable,58
880,0xdc0000,0xdc3fff,4.9422,0.3556,0.0042,131,60,44,27,13,13,314,1976,0,155,30,zone_compressee_possible,30
881,0xdc4000,0xdc7fff,5.1285,0.3683,0.0140,178,92,26,60,12,12,275,1755,0,188,31,zone_compressee_possible,30
882,0xdc8000,0xdcbfff,5.2667,0.3123,0.0192,149,65,81,3,11,12,365,2388,0,170,23,table_texte_probable,51
883,0xdcc000,0xdcffff,4.9927,0.3402,0.0020,161,73,28,60,17,17,472,3021,0,198,30,table_texte_probable,56
884,0xdd0000,0xdd3fff,5.0948,0.3553,0.0044,166,98,62,6,20,23,432,2821,0,153,34,table_texte_probable,54
885,0xdd4000,0xdd7fff,5.1037,0.3245,0.0042,185,129,45,11,10,10,465,2965,0,153,35,table_texte_probable,56
886,0xdd8000,0xddbfff,5.2454,0.3261,0.0032,116,82,18,16,11,20,417,2752,0,177,30,table_texte_probable,53
887,0xddc000,0xddffff,5.3968,0.3172,0.0039,129,89,18,22,36,41,379,2370,0,180,23,table_texte_probable,51
888,0xde0000,0xde3fff,5.0789,0.3425,0.0032,118,69,18,31,13,13,466,3087,0,186,22,table_texte_probable,56
889,0xde4000,0xde7fff,5.1870,0.3308,0.0212,135,74,46,15,12,12,371,2437,0,135,22,table_texte_probable,51
890,0xde8000,0xdebfff,5.1467,0.3267,0.0013,160,87,42,31,12,23,388,2439,0,155,28,table_texte_probable,52
891,0xdec000,0xdeffff,5.2223,0.3320,0.0034,170,97,28,45,32,34,364,2377,0,169,17,table_texte_probable,51
892,0xdf0000,0xdf3fff,5.1863,0.3511,0.0023,148,96,18,34,20,20,344,2232,0,168,25,table_texte_probable,50
893,0xdf4000,0xdf7fff,5.1363,0.3292,0.0133,206,121,28,57,10,10,396,2516,0,163,20,table_texte_probable,52
894,0xdf8000,0xdfbfff,5.3898,0.2997,0.0066,155,99,34,22,12,12,379,2449,0,156,14,table_texte_probable,51
895,0xdfc000,0xdfffff,5.1286,0.3308,0.0024,112,85,26,1,24,25,313,2005,0,177,27,zone_compressee_possible,30
896,0xe00000,0xe03fff,5.0591,0.3497,0.0029,186,110,51,25,21,23,319,2006,0,174,24,zone_compressee_possible,30
897,0xe04000,0xe07fff,5.1072,0.3429,0.0027,130,72,42,16,10,10,478,3076,0,160,17,table_texte_probable,56
898,0xe08000,0xe0bfff,5.1166,0.3140,0.0017,116,82,15,19,8,8,426,2737,0,154,12,table_texte_probable,54
899,0xe0c000,0xe0ffff,5.1619,0.3362,0.0041,159,80,38,41,12,12,327,2043,0,158,16,zone_compressee_possible,30
900,0xe10000,0xe13fff,5.0952,0.3298,0.0031,134,60,60,14,15,15,415,2717,0,163,16,table_texte_probable,53
901,0xe14000,0xe17fff,5.3997,0.3152,0.0046,172,114,24,34,7,7,307,1888,0,151,11,zone_compressee_possible,30
902,0xe18000,0xe1bfff,5.3364,0.3236,0.0049,138,67,68,3,12,12,378,2408,0,149,10,table_texte_probable,51
903,0xe1c000,0xe1ffff,5.3110,0.2996,0.0017,119,49,52,18,24,25,387,2485,0,180,24,table_texte_probable,52
904,0xe20000,0xe23fff,5.2104,0.3249,0.0022,176,87,43,46,18,25,381,2320,0,158,24,table_texte_probable,51
905,0xe24000,0xe27fff,4.5110,0.2926,0.2481,85,47,38,0,7,7,202,1301,0,172,19,zone_texte_possible,25
906,0xe28000,0xe2bfff,2.4346,0.7231,0.0217,0,0,0,0,7,7,60,361,0,152,27,zone_indeterminee,10
907,0xe2c000,0xe2ffff,2.6163,0.7033,0.0245,0,0,0,0,38,39,39,225,0,154,34,zone_indeterminee,10
908,0xe30000,0xe33fff,2.5930,0.7051,0.0234,0,0,0,0,22,23,31,161,0,164,24,zone_indeterminee,10
909,0xe34000,0xe37fff,2.7818,0.6812,0.0252,0,0,0,0,9,9,33,211,0,173,29,zone_indeterminee,10
910,0xe38000,0xe3bfff,3.2619,0.6069,0.0692,21,17,1,3,7,7,36,238,0,154,44,zone_indeterminee,10
911,0xe3c000,0xe3ffff,4.0529,0.4608,0.0176,141,96,32,13,22,23,31,151,0,136,61,zone_compressee_possible,30
912,0xe40000,0xe43fff,4.0024,0.4653,0.0160,138,95,32,11,9,10,24,114,0,171,74,zone_compressee_possible,30
913,0xe44000,0xe47fff,3.9722,0.4595,0.0165,131,90,22,19,5,5,25,122,0,152,96,zone_compressee_possible,30
914,0xe48000,0xe4bfff,5.2582,0.2037,0.2126,189,108,54,27,16,17,95,463,0,158,70,zone_compressee_possible,30
915,0xe4c000,0xe4ffff,5.7534,0.1099,0.2325,241,151,57,33,32,32,136,681,0,179,33,zone_compressee_possible,30
916,0xe50000,0xe53fff,5.9925,0.1176,0.1416,292,159,69,64,26,26,163,878,0,184,33,zone_compressee_possible,30
917,0xe54000,0xe57fff,5.4963,0.1012,0.2875,210,107,56,47,12,12,116,626,0,139,43,zone_compressee_possible,30
918,0xe58000,0xe5bfff,5.6380,0.1109,0.2419,248,148,54,46,13,13,139,727,0,166,57,zone_compressee_possible,30
919,0xe5c000,0xe5ffff,5.9678,0.1130,0.1838,282,182,62,38,43,44,144,718,0,134,72,zone_compressee_possible,30
920,0xe60000,0xe63fff,5.4388,0.1038,0.2752,225,141,40,44,18,19,147,756,0,155,73,zone_compressee_possible,30
921,0xe64000,0xe67fff,4.6658,0.0799,0.4298,174,102,43,29,19,19,98,503,0,137,57,zone_compressee_possible,30
922,0xe68000,0xe6bfff,4.1446,0.3093,0.2667,65,43,11,11,22,24,103,1476,0,155,73,zone_indeterminee,10
923,0xe6c000,0xe6ffff,3.3884,0.5638,0.0104,0,0,0,0,34,41,55,1004,0,178,35,zone_indeterminee,10
924,0xe70000,0xe73fff,3.1830,0.6085,0.0045,7,0,0,7,30,36,57,723,0,153,41,zone_indeterminee,10
925,0xe74000,0xe77fff,3.6412,0.4990,0.1391,33,21,10,2,23,55,74,481,0,139,45,zone_indeterminee,10
926,0xe78000,0xe7bfff,5.2746,0.1210,0.2920,319,176,91,52,42,92,168,965,0,161,64,zone_compressee_possible,30
927,0xe7c000,0xe7ffff,5.2206,0.0570,0.3518,336,132,163,41,42,84,178,1170,0,166,78,zone_compressee_possible,30
928,0xe80000,0xe83fff,6.1315,0.1590,0.0311,283,152,88,43,24,35,207,1150,0,161,111,zone_compressee_possible,30
929,0xe84000,0xe87fff,6.4400,0.1079,0.0322,431,297,91,43,57,218,186,1002,0,168,92,zone_compressee_possible,30
930,0xe88000,0xe8bfff,6.2797,0.2007,0.0038,587,435,108,44,160,377,282,1607,0,157,40,table_pointeurs_probable,47
931,0xe8c000,0xe8ffff,6.1676,0.2143,0.0028,628,466,94,68,175,326,243,1388,0,181,17,table_pointeurs_probable,46
932,0xe90000,0xe93fff,6.3280,0.1951,0.0236,557,417,91,49,162,619,219,1257,0,161,32,table_pointeurs_probable,52
933,0xe94000,0xe97fff,3.9699,0.0485,0.5106,246,153,44,49,30,30,96,488,0,182,40,zone_compressee_possible,30
934,0xe98000,0xe9bfff,6.0981,0.1519,0.0641,269,129,91,49,51,69,148,852,0,246,51,zone_compressee_possible,30
935,0xe9c000,0xe9ffff,4.2810,0.4309,0.0451,69,45,16,8,50,50,158,2382,0,209,52,zone_indeterminee,10
936,0xea0000,0xea3fff,4.1770,0.3617,0.2012,86,60,15,11,17,19,159,1265,0,191,46,zone_indeterminee,10
937,0xea4000,0xea7fff,6.2795,0.0913,0.1121,309,190,95,24,17,19,150,767,0,198,44,zone_compressee_possible,30
938,0xea8000,0xeabfff,5.7221,0.1063,0.2331,279,166,87,26,21,22,108,533,0,164,129,zone_compressee_possible,30
939,0xeac000,0xeaffff,6.1522,0.1284,0.0209,188,93,56,39,36,48,120,1581,0,167,117,zone_compressee_possible,30
940,0xeb0000,0xeb3fff,5.9007,0.1234,0.0739,111,39,53,19,140,149,46,248,0,161,78,zone_compressee_possible,30
941,0xeb4000,0xeb7fff,4.6453,0.1478,0.0114,0,0,0,0,188,193,0,0,0,164,38,zone_indeterminee,10
942,0xeb8000,0xebbfff,6.3873,0.1326,0.0366,205,108,89,8,261,264,106,546,0,153,37,table_pointeurs_probable,45
943,0xebc000,0xebffff,4.7544,0.1809,0.0452,1111,361,747,3,422,429,0,0,0,170,50,table_pointeurs_probable,48
944,0xec0000,0xec3fff,4.3168,0.3633,0.0119,112,37,69,6,247,408,0,0,0,159,47,table_pointeurs_probable,48
945,0xec4000,0xec7fff,6.5241,0.1508,0.0114,295,69,210,16,93,126,249,1493,0,168,66,zone_compressee_possible,30
946,0xec8000,0xecbfff,6.9480,0.0398,0.0223,400,83,281,36,23,54,309,1845,0,160,82,zone_compressee_possible,30
